SALE|2024145|John Odo|john123@gmail.com|54399|2019|BMW|3 Series|Car|Red|9323|34932.0|1746.60|100|495.0|37273.6|YES|158412.8
SALE|2024145|Tina Nguyen|tina123@gmail.com|777|2000|Tesla|Model X|car|Midnight|7777|72839.0|3641.95|100|495.0|77075.95|NO|0.0
SALE|2024145|Lucy Collins|luck123@gmail.com|54729|2017|Toyota|Camry|car|Baby Pink|29102|38923.0|1946.15|100|495.0|41464.15|YES|176222.63
LEASE|2024145|Wilfred Williams|wilfred12@gmail.com|82932|2012|BMW|2 Series|car|White|0|82932.0|130203.24|41466.0|5805.24|52081.58
SALE|2024145|Abby Britannia|Abby@gmail.com|54399|2019|BMW|3 Series|Car|Red|9323|34932.0|1746.60|100|495.0|37273.6|YES|158412.8
SALE|2024145|Lance Nguyen|lance@gmail.com|777|2009|Tesla|Model X|car|Midnight|7777|72839.0|3641.95|100|495.0|77075.95|NO|0.0
SALE|2024145|Emily Loid|emme@gmail.com|54729|2017|Toyota|Camry|car|Baby Pink|29102|38923.0|1946.15|100|495.0|41464.15|YES|176222.63
LEASE|2024145|Glenn Gharashi|glenngh@gmail.com|82932|2012|BMW|2 Series|car|White|0|82932.0|130203.24|41466.0|5805.24|52081.58
SALE|2024145|Joshua William|joshuawill@gmail.com|54399|2019|BMW|3 Series|Car|Red|9323|34932.0|1746.60|100|495.0|37273.6|YES|158412.8
SALE|2024145|Edward Nguyen|eddynguyen@gmail.com|777|2008|Tesla|Model X|car|Midnight|7777|72839.0|3641.95|100|495.0|77075.95|NO|0.0
SALE|2024145|Mayumi Lui|lucimayumi@gmail.com|54729|2012|Toyota|Camry|car|Baby Pink|29102|38923.0|1946.15|100|495.0|41464.15|YES|176222.63
LEASE|2024145|Bao Phan|bao34@gmail.com|82932|2012|BMW|1 Series|car|White|0|82932.0|130203.24|41466.0|5805.24|52081.58
